0.250511221235 , 0.94 , 0.16
0.312094630516 , 0.935 , 0.2
0.274158662466 , 0.925 , 0.28
0.249336556098 , 0.96 , 0.26
0.263246522102 , 0.93 , 0.18
0.237619361315 , 0.91 , 0.28
0.318809693918 , 0.935 , 0.28
0.232938436244 , 0.975 , 0.12
0.245726258606 , 0.925 , 0.22
0.266862745098 , 0.96 , 0.2
0.23492547657 , 0.93 , 0.32
0.347611508718 , 0.95 , 0.22
0.251067955093 , 0.93 , 0.24
0.294117680565 , 0.965 , 0.34
0.243210784314 , 0.93 , 0.24
0.259150717703 , 0.96 , 0.28
0.323016670464 , 0.975 , 0.22
0.266884999059 , 0.975 , 0.16
0.250407986369 , 0.915 , 0.26
0.247992530345 , 0.94 , 0.18
0.305985552116 , 0.97 , 0.22
0.273834324244 , 0.955 , 0.22
0.224596273292 , 0.935 , 0.2
0.248286204642 , 0.94 , 0.18
0.24229823765 , 0.93 , 0.34
0.34311448378 , 0.96 , 0.28
0.278011584462 , 0.94 , 0.2
0.315707070707 , 0.925 , 0.26
0.203547069546 , 0.93 , 0.2
0.228672350099 , 0.92 , 0.2
0.237634345882 , 0.92 , 0.26
0.21988180679 , 0.96 , 0.22
0.252098257443 , 0.955 , 0.14
0.232610180755 , 0.92 , 0.3
0.28143195109 , 0.965 , 0.22
0.213343380831 , 0.93 , 0.14
0.305615079365 , 0.975 , 0.2
0.326695279866 , 0.945 , 0.24
0.234171489329 , 0.975 , 0.28
0.248425229741 , 0.965 , 0.34
0.283169191919 , 0.94 , 0.14
0.259060735278 , 0.92 , 0.22
0.259197592913 , 0.945 , 0.26
0.313889387112 , 0.94 , 0.22
0.296898696015 , 0.935 , 0.26
0.239732475127 , 0.95 , 0.28
0.243571594646 , 0.925 , 0.18
0.275252949665 , 0.95 , 0.36
0.258241725856 , 0.965 , 0.22
0.206624734742 , 0.975 , 0.24
